edge,code,date,dir,net_905,net_915,net_930,net_1000,net_1130,net_close
⑦鏡(LONG),5970,2025-12-15,L,,0.213,0.905,0.426,0.479,0.586
⑦鏡(LONG),2004,2025-12-08,L,,0.385,0.245,0.315,0.595,0.805
⑦鏡(LONG),7914,2025-12-03,L,,0.487,-0.07,-0.07,0.209,0.834
⑦鏡(LONG),5959,2025-12-02,L,,-0.109,-0.654,-0.763,0.0,1.634
⑦鏡(LONG),7282,2025-12-01,L,,-0.668,-0.751,-0.668,-0.584,-3.477
⑦鏡(LONG),6622,2025-11-26,L,,-0.117,0.351,0.351,1.288,1.171
⑦鏡(LONG),4633,2025-11-26,L,,-0.044,0.044,0.264,0.0,1.587
⑦鏡(LONG),2653,2025-11-11,L,,0.0,0.0,0.0,0.0,0.379
⑦鏡(LONG),2207,2025-10-22,L,,0.283,0.283,0.283,0.0,0.567
⑦鏡(LONG),5889,2025-10-22,L,,1.164,0.791,1.769,1.257,5.214
⑦鏡(LONG),2001,2025-10-21,L,,1.509,1.465,1.465,1.154,0.044
⑦鏡(LONG),6309,2025-10-06,L,,-0.48,-0.96,-0.66,-0.96,-0.78
⑦鏡(LONG),4054,2025-09-01,L,,0.0,0.0,0.0,-1.481,-1.975
⑦鏡(LONG),5036,2025-08-27,L,,0.0,-0.981,0.061,-2.514,-1.962
⑦鏡(LONG),7202,2025-06-10,L,,-0.3,-0.655,-0.709,-0.191,0.136
⑦鏡(LONG),4097,2025-03-04,L,,-1.56,-1.56,-1.3,-2.471,-3.901
⑦鏡(LONG),2805,2025-02-18,L,,0.394,0.591,0.591,4.134,4.331
⑦鏡(LONG),4595,2024-12-03,L,,-0.443,-0.38,-0.38,0.253,0.0
⑦鏡(LONG),4413,2024-12-03,L,,-2.879,-2.111,-2.687,-2.303,-0.192
⑦鏡(LONG),6454,2024-11-27,L,,0.45,-0.3,0.45,-1.652,3.604
⑦鏡(LONG),9960,2024-11-27,L,,0.364,0.809,0.486,-0.526,-1.821
⑦鏡(LONG),9341,2024-11-26,L,,0.0,-1.15,-1.962,-1.353,0.474
⑦鏡(LONG),7683,2024-10-23,L,,-3.338,0.0,-1.808,-1.53,-0.974
⑦鏡(LONG),6525,2024-07-22,L,,-0.585,-1.365,-0.78,-3.509,-7.992
⑦鏡(LONG),7173,2026-05-21,L,,0.37,0.092,1.201,1.017,2.865
⑥鏡(SHORT),7267,2024-07-24,S,,0.454,0.091,0.333,0.302,-1.391
⑥鏡(SHORT),7936,2024-07-30,S,,-0.129,-0.622,0.343,0.815,1.586
⑥鏡(SHORT),7616,2024-09-05,S,,-1.18,-1.18,-0.604,-1.669,-0.863
⑥鏡(SHORT),7272,2024-09-09,S,,0.85,1.147,1.232,1.657,3.483
⑥鏡(SHORT),6965,2024-09-17,S,,-0.789,-0.467,-0.993,-1.11,-0.058
⑥鏡(SHORT),9503,2024-12-03,S,,-0.757,-0.783,0.679,0.522,0.966
⑥鏡(SHORT),3003,2024-12-17,S,,0.483,0.706,0.483,-0.149,-1.115
⑥鏡(SHORT),7912,2024-12-16,S,,-0.947,-0.767,-0.564,0.586,0.338
⑥鏡(SHORT),5844,2025-02-26,S,,1.611,2.724,1.421,1.516,2.724
⑥鏡(SHORT),7182,2025-03-17,S,,-0.355,-0.065,0.097,1.419,0.968
⑥鏡(SHORT),7269,2025-04-21,S,,-1.227,-1.135,-1.411,-1.84,-1.411
⑥鏡(SHORT),8252,2025-07-22,S,,-0.415,0.033,-0.399,-0.365,0.0
⑥鏡(SHORT),2585,2025-09-17,S,,0.0,-1.016,-0.177,-0.177,-0.442
⑥鏡(SHORT),4506,2026-04-27,S,,-1.897,-3.179,-3.746,-3.869,-4.633
⑥鏡(SHORT),4784,2026-04-28,S,,,1.893,5.164,3.614,3.614
⑥鏡(SHORT),1803,2026-03-19,S,,-0.742,-1.045,-0.792,-0.135,-2.225
⑥鏡(SHORT),1942,2026-02-24,S,,-1.328,-1.761,-1.209,0.478,-1.254
⑥鏡(SHORT),4063,2026-02-12,S,,1.593,1.37,2.333,3.463,6.315
⑥鏡(SHORT),2871,2026-01-26,S,,1.516,0.851,0.691,0.399,1.489
⑥鏡(SHORT),7282,2025-12-08,S,,0.462,0.952,0.952,1.443,1.616
⑥鏡(SHORT),3498,2025-11-13,S,,0.121,0.0,-0.364,0.606,3.394
⑥鏡(SHORT),3635,2025-09-18,S,,1.383,0.794,0.666,1.844,2.356
⑥鏡(SHORT),7202,2025-06-17,S,,0.528,0.528,0.694,0.528,0.361
⑥鏡(SHORT),7173,2026-05-26,S,,-1.747,-1.048,-1.397,-0.175,0.262
②鏡(LONG),3492,2024-09-05,L,,-2.353,-1.818,-2.246,-2.246,-4.492
②鏡(LONG),8985,2024-06-27,L,,0.528,1.187,2.111,1.715,1.715
②鏡(LONG),3282,2024-07-18,L,,0.163,0.653,0.163,1.142,1.468
②鏡(LONG),8963,2024-07-24,L,,-0.303,-0.909,-0.606,-0.152,-1.667
②鏡(LONG),3468,2024-08-22,L,,-0.921,-0.184,-0.368,0.0,0.0
②鏡(LONG),8968,2024-09-04,L,,-3.224,-3.289,-3.553,-3.684,-5.263
②鏡(LONG),3492,2024-09-05,L,,-2.353,-1.818,-2.246,-2.246,-4.492
②鏡(LONG),8953,2024-09-30,L,,0.826,-0.31,-0.31,0.0,-0.207
②鏡(LONG),8966,2025-05-22,L,,1.5,1.579,1.342,1.342,2.605
②鏡(LONG),8951,2025-06-25,L,,1.293,1.293,1.293,1.369,1.445
②鏡(LONG),8958,2026-04-01,L,,-7.733,-8.188,-8.264,-8.415,-8.491
②鏡(LONG),8952,2026-03-25,L,,-1.761,-1.521,-1.761,-2.162,-3.283
②鏡(LONG),3290,2026-03-12,L,,-4.037,-3.806,-4.152,-4.268,-4.729
②鏡(LONG),8985,2026-03-03,L,,-3.811,-4.388,-4.388,-4.965,-6.813
②鏡(LONG),3296,2026-02-25,L,,-1.667,-1.458,-1.667,-1.458,-1.146
②鏡(LONG),3492,2026-02-24,L,,-0.961,-0.747,-0.854,-0.64,-0.961
②鏡(LONG),2989,2026-01-20,L,,-0.676,-0.507,-0.591,-0.929,-1.267
②鏡(LONG),8951,2026-01-14,L,,0.909,1.049,1.399,1.399,1.678
②鏡(LONG),8955,2025-12-03,L,,-0.667,-0.762,-0.762,-1.333,-0.571
②鏡(LONG),8960,2025-11-20,L,,-1.809,-1.597,-1.809,-1.916,-2.767
②鏡(LONG),3472,2025-11-19,L,,-3.567,-4.4,-3.686,-2.14,-4.875
②鏡(LONG),2989,2025-01-21,L,,0.378,0.378,0.189,0.189,0.094
②鏡(LONG),3472,2024-11-25,L,,-1.458,-0.729,-1.458,-0.875,-1.02
②鏡(LONG),3470,2024-08-27,L,,1.231,0.41,0.41,1.805,0.902
②鏡(LONG),8966,2026-05-21,L,,0.359,0.431,0.718,0.287,0.144
